planet_name,star_name,discovery_method,discovery_year,orbital_period_days,planet_radius_earth,planet_mass_earth,equilibrium_temp_k,distance_lightyears,num_stars,num_planets
Kepler-1512 b,Kepler-1512,Transit,2016.0,20.35972599,1.18,1.76,322.0,162.0,1,1
Kepler-1513 b,Kepler-1513,Transit,2016.0,160.8842,8.594,48.30991786,346.0,349.247,1,2
Kepler-1513 c,Kepler-1513,Transit Timing Variations,2023.0,841.4,11.0,84.54235626,757.0,349.247,1,2
Kepler-1514 b,Kepler-1514,Transit,2016.0,217.83184,12.419572,1678.1424,387.9,397.292,1,2
Kepler-1514 c,Kepler-1514,Transit,2020.0,10.514181,1.1758241,1.74,1066.0,397.292,1,2
Kepler-1515 b,Kepler-1515,Transit,2016.0,214.3114164,9.55,66.2,380.0,539.321,1,1
Kepler-1516 b,Kepler-1516,Transit,2016.0,7.25931979,1.75,3.71,967.0,1358.95,1,1
Kepler-1517 b,Kepler-1517,Transit,2016.0,5.546083665,9.76,68.7,2336.0,847.299,1,1
Kepler-1518 b,Kepler-1518,Transit,2016.0,5.11177904,3.05,9.53,1351.0,903.51,1,2
Kepler-1518 c,Kepler-1518,Transit,2023.0,9.6310258,2.9,8.75,1094.0,903.51,1,2
Kepler-1519 b,Kepler-1519,Transit,2016.0,240.7989397,7.06,39.6,342.0,1441.63,1,1
Kepler-152 b,Kepler-152,Transit,2014.0,18.207973,2.79,8.2,551.0,441.09,1,2
Kepler-152 c,Kepler-152,Transit,2014.0,88.255055,2.39,6.3,326.0,441.09,1,2
Kepler-1520 b,Kepler-1520,Transit,2016.0,0.653553572,5.77,28.1,1437.0,607.917,1,1
Kepler-1521 b,Kepler-1521,Transit,2016.0,47.14840805,2.5,6.8,391.0,206.983,1,1
Kepler-1522 b,Kepler-1522,Transit,2016.0,1.847889171,1.73,3.64,1374.0,814.125,1,1
Kepler-1523 b,Kepler-1523,Transit,2016.0,0.93875077,1.58,3.12,1676.0,865.596,1,1
Kepler-1524 b,Kepler-1524,Transit,2016.0,70.9674603,3.54,12.3,438.0,381.773,1,1
Kepler-1525 b,Kepler-1525,Transit,2016.0,2.416601183,0.91,0.693,1343.0,382.989,1,1
Kepler-1526 b,Kepler-1526,Transit,2016.0,3.908632005,2.43,6.48,787.0,555.574,1,1
Kepler-1527 b,Kepler-1527,Transit,2016.0,160.129918,4.77,20.4,450.0,1842.13,1,1
Kepler-1528 b,Kepler-1528,Transit,2016.0,1.791110205,1.46,2.73,1549.0,817.534,1,1
Kepler-1529 b,Kepler-1529,Transit,2016.0,5.33905686,2.1,5.06,817.0,661.014,1,1
Kepler-153 b,Kepler-153,Transit,2014.0,18.870227,2.92,8.85,621.0,459.368,1,2
Kepler-153 c,Kepler-153,Transit,2014.0,46.90232,2.53,6.94,458.0,459.368,1,2
Kepler-1530 b,Kepler-1530,Transit,2016.0,2.5904434,1.64,3.33,1484.0,489.876,1,3
Kepler-1530 c,Kepler-1530,Transit,2016.0,5.3227406,1.65,3.36,1167.0,489.876,1,3
Kepler-1530 d,Kepler-1530,Transit,2021.0,9.20761013,3.27870115,10.8,972.0,489.876,1,3
Kepler-1531 b,Kepler-1531,Transit,2016.0,1.138543376,1.11,1.41,2537.0,666.334,1,1
Kepler-1532 b,Kepler-1532,Transit,2016.0,1.093663559,1.35,2.39,1681.0,798.246,1,1
Kepler-1533 b,Kepler-1533,Transit,2016.0,308.5471,3.46,11.8,330.0,966.801,1,1
Kepler-1534 b,Kepler-1534,Transit,2016.0,5.71668872,1.89,4.23,955.0,1107.0,1,1
Kepler-1535 b,Kepler-1535,Transit,2016.0,138.9442,2.55,7.04,384.0,897.733,1,1
Kepler-1536 b,Kepler-1536,Transit,2016.0,364.758031,3.14,10.0,166.0,387.248,1,1
Kepler-1537 b,Kepler-1537,Transit,2016.0,1.444453798,1.18,1.76,1800.0,517.292,1,1
Kepler-1538 b,Kepler-1538,Transit,2016.0,175.138819,2.82,8.35,346.0,1125.3,1,1
Kepler-1539 b,Kepler-1539,Transit,2016.0,133.3036741,2.7,7.75,301.0,748.326,1,1
Kepler-154 b,Kepler-154,Transit,2014.0,33.040532,2.26,5.73,561.0,915.212,1,5
Kepler-154 c,Kepler-154,Transit,2014.0,62.303276,2.95,9.01,454.0,915.212,1,5
Kepler-154 d,Kepler-154,Transit,2016.0,20.54981883,3.84,14.1,657.0,915.212,1,5
Kepler-154 e,Kepler-154,Transit,2016.0,3.93276465,1.5,2.86,1140.0,915.212,1,5
Kepler-154 f,Kepler-154,Transit,2016.0,9.91935684,1.5,2.86,838.0,915.212,1,5
Kepler-1540 b,Kepler-1540,Transit,2016.0,125.4131177,2.49,6.76,266.0,244.96,2,1
Kepler-1541 b,Kepler-1541,Transit,2016.0,8.40691199,1.16,1.65,1048.0,416.692,1,1
Kepler-1542 b,Kepler-1542,Transit,2016.0,3.95116882,0.76,0.363,1160.0,399.114,1,4
Kepler-1542 c,Kepler-1542,Transit,2016.0,2.89223021,0.65,0.208,1287.0,399.114,1,4
Kepler-1542 d,Kepler-1542,Transit,2016.0,5.99273738,0.87,0.59,1010.0,399.114,1,4
Kepler-1542 e,Kepler-1542,Transit,2016.0,5.10115756,0.76,0.363,1065.0,399.114,1,4
Kepler-1543 b,Kepler-1543,Transit,2016.0,6.96710269,2.71,7.8,1774.0,921.784,1,1
Kepler-1544 b,Kepler-1544,Transit,2016.0,168.811174,1.78,3.82,269.0,335.09,1,1
Kepler-1545 b,Kepler-1545,Transit,2016.0,163.692349,2.7,7.75,274.0,729.964,1,1
Kepler-1546 b,Kepler-1546,Transit,2016.0,19.5974971,3.13,9.96,671.0,931.956,1,1
Kepler-1547 b,Kepler-1547,Transit,2016.0,0.692979676,0.9,0.666,3186.0,674.695,1,1
Kepler-1548 b,Kepler-1548,Transit,2016.0,124.828679,2.64,7.46,350.0,872.279,1,1
Kepler-1549 b,Kepler-1549,Transit,2016.0,214.886545,2.57,7.13,286.0,803.052,1,1
Kepler-155 b,Kepler-155,Transit,2014.0,5.931194,2.09,5.02,614.0,293.499,1,2
Kepler-155 c,Kepler-155,Transit,2014.0,52.661793,2.24,5.65,286.0,293.499,1,2
Kepler-1550 b,Kepler-1550,Transit,2016.0,225.582809,3.02,9.38,348.0,1179.01,1,1
Kepler-1551 b,Kepler-1551,Transit,2016.0,24.4973698,2.66,7.56,722.0,1463.72,1,1
Kepler-1552 b,Kepler-1552,Transit,2016.0,184.771853,2.47,6.66,268.0,769.096,1,1
Kepler-1553 b,Kepler-1553,Transit,2016.0,4.24261881,1.15,1.6,926.0,692.594,1,1
Kepler-1554 b,Kepler-1554,Transit,2016.0,198.088774,2.9,8.75,288.0,946.847,1,1
Kepler-1555 b,Kepler-1555,Transit,2016.0,8.10501635,1.61,3.22,959.0,2013.27,1,1
Kepler-1556 b,Kepler-1556,Transit,2016.0,8.82713457,1.96,4.5,797.0,944.54,1,1
Kepler-1557 b,Kepler-1557,Transit,2016.0,3.74032496,1.53,2.96,1287.0,1380.16,1,1
Kepler-1558 b,Kepler-1558,Transit,2016.0,3.50470358,0.68,0.244,1019.0,325.737,1,1
Kepler-1559 b,Kepler-1559,Transit,2016.0,0.971915428,0.72,0.299,1609.0,614.827,1,1
Kepler-156 b,Kepler-156,Transit,2014.0,4.973456,2.3,5.9,867.0,443.483,1,2
Kepler-156 c,Kepler-156,Transit,2014.0,15.906801,2.55,7.04,588.0,443.483,1,2
Kepler-1560 b,Kepler-1560,Transit,2016.0,3.03195744,0.89,0.64,1269.0,502.497,1,1
Kepler-1561 b,Kepler-1561,Transit,2016.0,1.005207007,1.09,1.32,1682.0,839.076,1,1
Kepler-1562 b,Kepler-1562,Transit,2016.0,64.2737752,3.55,12.3,554.0,2060.72,1,1
Kepler-1563 b,Kepler-1563,Transit,2016.0,3.43276598,0.75,0.347,1134.0,616.697,1,1
Kepler-1564 b,Kepler-1564,Transit,2016.0,18.0540381,1.47,2.76,635.0,908.805,1,1
Kepler-1565 b,Kepler-1565,Transit,2016.0,1.538188437,1.19,1.81,1234.0,629.93,1,1
Kepler-1566 b,Kepler-1566,Transit,2016.0,0.539915238,0.79,0.418,1871.0,466.586,1,1
Kepler-1567 b,Kepler-1567,Transit,2016.0,153.979578,2.73,7.9,330.0,1206.11,1,1
Kepler-1568 b,Kepler-1568,Transit,2016.0,20.925392,1.3,2.24,729.0,916.313,1,1
Kepler-1569 b,Kepler-1569,Transit,2016.0,5.79180156,1.68,3.46,1222.0,945.454,1,1
Kepler-157 b,Kepler-157,Transit,2014.0,1.732342,1.32,2.3,1546.0,773.713,1,3
Kepler-157 c,Kepler-157,Transit,2014.0,13.5405,2.24,5.65,779.0,773.713,1,3
Kepler-157 d,Kepler-157,Transit,2016.0,7.02573474,1.46,2.73,969.0,773.713,1,3
Kepler-1570 b,Kepler-1570,Transit,2016.0,26.548955,1.07,1.24,836.0,918.995,1,1
Kepler-1571 b,Kepler-1571,Transit,2016.0,3.38555488,1.52,2.92,1476.0,675.303,1,1
Kepler-1572 b,Kepler-1572,Transit,2016.0,5.49548621,0.94,0.779,1293.0,946.602,1,1
Kepler-1573 b,Kepler-1573,Transit,2016.0,2.6157554,1.2,1.87,1379.0,1455.36,1,1
Kepler-1574 b,Kepler-1574,Transit,2016.0,6.9424334,1.29,2.21,1003.0,1384.16,1,1
Kepler-1575 b,Kepler-1575,Transit,2016.0,2.55314213,1.31,2.27,1312.0,1246.92,1,1
Kepler-1576 b,Kepler-1576,Transit,2016.0,6.98471973,1.04,1.12,1059.0,460.91,1,1
Kepler-1577 b,Kepler-1577,Transit,2016.0,6.30560247,1.13,1.51,1125.0,510.029,1,1
Kepler-1578 b,Kepler-1578,Transit,2016.0,1.450886907,1.04,1.12,1700.0,1064.05,1,1
Kepler-1579 b,Kepler-1579,Transit,2016.0,0.849907889,0.84,0.52,1139.0,466.0,1,1
Kepler-158 b,Kepler-158,Transit,2014.0,16.709184,2.12,5.14,500.0,315.177,1,3
Kepler-158 c,Kepler-158,Transit,2014.0,28.551383,1.9,4.27,418.0,315.177,1,3
Kepler-158 d,Kepler-158,Transit,2024.0,0.645088,0.43,0.0472,757.0,315.177,1,3
Kepler-1580 b,Kepler-1580,Transit,2016.0,56.6449279,2.11,5.1,733.0,1002.02,1,1
Kepler-1581 b,Kepler-1581,Transit,2016.0,6.28385491,0.8,0.437,1108.0,493.175,1,1
Kepler-1582 b,Kepler-1582,Transit,2016.0,4.83817712,1.49,2.83,354.0,78.8906,1,1
Kepler-1583 b,Kepler-1583,Transit,2016.0,9.32807355,0.6,0.156,788.0,403.933,1,1
Kepler-1584 b,Kepler-1584,Transit,2016.0,13.3997099,1.61,3.22,886.0,1416.31,1,1
Kepler-1585 b,Kepler-1585,Transit,2016.0,3.5827463,1.79,3.86,1064.0,944.465,1,1
Kepler-1586 b,Kepler-1586,Transit,2016.0,15.6049212,1.52,2.92,1013.0,552.55,1,1
Kepler-1587 b,Kepler-1587,Transit,2016.0,9.4060467,1.33,2.33,981.0,1026.48,1,1
Kepler-1588 b,Kepler-1588,Transit,2016.0,7.84931739,0.76,0.363,925.0,924.141,1,1
Kepler-1589 b,Kepler-1589,Transit,2016.0,0.991665274,1.09,1.32,2102.0,1513.14,1,1
Kepler-159 b,Kepler-159,Transit,2014.0,10.139623,2.38,6.26,447.0,373.744,1,2
Kepler-159 c,Kepler-159,Transit,2014.0,43.595792,3.41,11.5,275.0,373.744,1,2
Kepler-1590 b,Kepler-1590,Transit,2016.0,7.61760804,1.14,1.55,1020.0,771.152,1,1
Kepler-1591 b,Kepler-1591,Transit,2016.0,8.18504949,1.27,2.15,892.0,1419.58,1,1
Kepler-1592 b,Kepler-1592,Transit,2016.0,3.05710069,1.54,2.99,1202.0,1639.47,1,1
Kepler-1593 b,Kepler-1593,Transit,2016.0,174.509835,3.17,10.2,260.0,638.249,1,1
Kepler-1594 b,Kepler-1594,Transit,2016.0,2.71603809,1.06,1.2,1360.0,976.868,1,1
Kepler-1595 b,Kepler-1595,Transit,2016.0,4.56380468,1.23,2.04,980.0,845.022,1,1
Kepler-1596 b,Kepler-1596,Transit,2016.0,66.373379,1.9,4.27,471.0,2146.23,1,1
Kepler-1597 b,Kepler-1597,Transit,2016.0,2.94654179,1.06,1.2,1497.0,1221.05,1,1
Kepler-1598 b,Kepler-1598,Transit,2016.0,4.34195123,0.95,0.809,1236.0,619.862,1,1
Kepler-1599 b,Kepler-1599,Transit,2016.0,122.363553,1.62,3.26,407.0,1328.2,1,1
Kepler-16 b,Kepler-16,Transit,2011.0,228.776,8.4493,105.833,205.9,75.0852,2,1
Kepler-160 b,Kepler-160,Transit,2014.0,4.309397,1.715,3.59,1134.0,937.013,1,3
Kepler-160 c,Kepler-160,Transit,2014.0,13.699429,3.76,13.6,771.0,937.013,1,3
Kepler-1600 b,Kepler-1600,Transit,2016.0,386.370548,3.13,9.96,209.0,1030.81,1,2
Kepler-1600 c,Kepler-1600,Transit,2021.0,7.298049927,1.94206512,4.43,786.0,1030.81,1,2
Kepler-1601 b,Kepler-1601,Transit,2016.0,2.20921951,0.82,0.477,1507.0,644.456,1,1
Kepler-1602 b,Kepler-1602,Transit,2016.0,11.17931605,1.34,2.36,1159.0,629.804,1,1
Kepler-1603 b,Kepler-1603,Transit,2016.0,2.27163926,1.29,2.21,1522.0,2712.58,1,1
Kepler-1604 b,Kepler-1604,Transit,2016.0,0.683684256,1.41,2.57,2023.0,541.189,1,1
Kepler-1605 b,Kepler-1605,Transit,2016.0,85.7565495,1.08,1.28,528.0,546.23,1,1
Kepler-1606 b,Kepler-1606,Transit,2016.0,196.435224,2.07,4.94,324.0,831.287,1,1
Kepler-1607 b,Kepler-1607,Transit,2016.0,13.6473676,0.92,0.721,913.0,1286.1,1,1
Kepler-1608 b,Kepler-1608,Transit,2016.0,16.4735686,1.73,3.64,612.0,832.0,1,1
Kepler-1609 b,Kepler-1609,Transit,2016.0,114.34219,2.22,5.56,429.0,1826.04,1,1
Kepler-161 b,Kepler-161,Transit,2014.0,4.921355,2.12,2.63,868.0,434.632,1,2
Kepler-161 c,Kepler-161,Transit,2014.0,7.06424,2.05,3.61,769.0,434.632,1,2
Kepler-1610 b,Kepler-1610,Transit,2016.0,8.70181574,1.61,3.22,750.0,864.331,1,2
Kepler-1610 c,Kepler-1610,Transit,2023.0,44.9851885,2.09,5.02,433.0,864.331,1,2
Kepler-1611 b,Kepler-1611,Transit,2016.0,5.1762429,0.81,0.457,1243.0,908.444,1,1
Kepler-1612 b,Kepler-1612,Transit,2016.0,3.91795101,1.03,1.08,1030.0,764.726,1,1
Kepler-1613 b,Kepler-1613,Transit,2016.0,1.5184299,2.08,4.98,1926.0,1508.33,1,1
Kepler-1614 b,Kepler-1614,Transit,2016.0,3.9466141,1.49,2.83,981.0,1191.19,1,1
Kepler-1615 b,Kepler-1615,Transit,2016.0,47.3126192,2.06,4.9,658.0,1393.83,1,1
Kepler-1616 b,Kepler-1616,Transit,2016.0,6.76284377,1.02,1.04,1337.0,1137.81,1,1
Kepler-1617 b,Kepler-1617,Transit,2016.0,27.4785572,1.2,1.87,736.0,898.31,1,1
Kepler-1618 b,Kepler-1618,Transit,2016.0,6.10826019,1.26,2.13,1267.0,1229.25,1,1
Kepler-1619 b,Kepler-1619,Transit,2016.0,23.6225913,0.76,0.363,797.0,734.85,1,1
Kepler-162 b,Kepler-162,Transit,2014.0,6.919798,1.26,2.13,961.0,855.641,1,2
Kepler-162 c,Kepler-162,Transit,2014.0,19.446355,3.03,9.43,681.0,855.641,1,2
Kepler-1620 b,Kepler-1620,Transit,2016.0,101.951829,1.61,3.22,428.0,895.069,1,1
Kepler-1621 b,Kepler-1621,Transit,2016.0,92.263714,2.16,5.31,469.0,1631.66,1,1
Kepler-1622 b,Kepler-1622,Transit,2016.0,10.8118737,1.47,2.76,922.0,796.477,1,1
Kepler-1623 b,Kepler-1623,Transit,2016.0,4.36128348,1.31,2.27,1000.0,837.481,1,1
Kepler-1624 b,Kepler-1624,Transit,2016.0,3.290314,6.59,35.3,540.0,258.979,1,1
Kepler-1625 b,Kepler-1625,Transit,2016.0,287.378949,6.06,30.6,350.0,2310.11,1,1
Kepler-1626 b,Kepler-1626,Transit,2016.0,4.13962966,2.02,4.74,1352.0,1368.83,1,1
Kepler-1627 b,Kepler-1627,Transit,2016.0,7.20283653,3.69,13.2,794.0,317.437,1,1
Kepler-1628 b,Kepler-1628,Transit,2016.0,76.378033,6.43,33.8,240.0,352.0,1,1
Kepler-1629 b,Kepler-1629,Transit,2016.0,3.87595807,0.77,0.381,1081.0,336.09,1,1
Kepler-163 b,Kepler-163,Transit,2014.0,7.810937,1.05,1.16,906.0,689.814,1,2
Kepler-163 c,Kepler-163,Transit,2014.0,21.347262,2.26,5.73,648.0,689.814,1,2
Kepler-1630 b,Kepler-1630,Transit,2016.0,509.997402,2.19,5.43,182.0,331.213,1,1
Kepler-1631 b,Kepler-1631,Transit,2016.0,4.09513932,1.35,2.39,1122.0,1305.99,1,1
Kepler-1632 b,Kepler-1632,Transit,2016.0,448.303558,2.47,6.66,369.0,716.76,1,1
Kepler-1633 b,Kepler-1633,Transit,2016.0,186.404271,1.58,3.12,925.0,1114.91,1,1
Kepler-1634 b,Kepler-1634,Transit,2016.0,374.876239,3.19,10.3,282.0,617.339,1,1
Kepler-1635 b,Kepler-1635,Transit,2016.0,469.63111,3.64,12.9,200.0,1069.45,1,1
Kepler-1636 b,Kepler-1636,Transit,2016.0,425.47785,3.23,10.5,248.0,1947.54,1,1
Kepler-1637 b,Kepler-1637,Transit,2016.0,6.10960324,0.89,0.64,1093.0,567.187,1,1
Kepler-1638 b,Kepler-1638,Transit,2016.0,259.33683,1.87,4.16,304.0,1525.52,1,1
Kepler-1639 b,Kepler-1639,Transit,2016.0,9.878482,2.58,7.18,1003.0,1031.31,1,1
Kepler-164 b,Kepler-164,Transit,2014.0,5.03503,1.41,2.57,1141.0,890.758,1,4
Kepler-164 c,Kepler-164,Transit,2014.0,10.945723,2.73,7.9,881.0,890.758,1,4
Kepler-164 d,Kepler-164,Transit,2014.0,28.986769,2.45,6.57,637.0,890.758,1,4
Kepler-164 e,Kepler-164,Transit,2023.0,94.886902,4.24,16.7,429.0,890.758,1,4
Kepler-1640 b,Kepler-1640,Transit,2016.0,7.5844126,4.82,20.7,1228.0,1859.78,1,1
Kepler-1641 b,Kepler-1641,Transit,2016.0,19.672266,3.11,9.85,908.0,860.37,1,2
Kepler-1641 c,Kepler-1641,Transit,2016.0,32.657212,2.95,9.01,767.0,860.37,1,2
Kepler-1642 b,Kepler-1642,Transit,2016.0,12.2057513,3.2,10.3,895.0,413.873,1,2
Kepler-1642 c,Kepler-1642,Transit,2016.0,6.6513802,2.66,7.56,1095.0,413.873,1,2
Kepler-1643 b,Kepler-1643,Transit,2016.0,5.342657,2.32,5.99,799.0,341.774,1,1
Kepler-1644 b,Kepler-1644,Transit,2016.0,21.0907758,1.88,4.19,606.0,629.27,1,1
Kepler-1645 b,Kepler-1645,Transit,2016.0,16.1779561,1.78,3.82,754.0,1202.47,1,1
Kepler-1646 b,Kepler-1646,Transit,2016.0,4.48558383,1.23,2.04,365.0,127.591,1,1
Kepler-1647 b,Kepler-1647,Transit,2016.0,1107.5923,11.8739,483.0,242.92,1212.45,2,1
Kepler-1649 b,Kepler-1649,Transit,2017.0,8.689099,1.017,1.03,307.0,92.1913,1,2
Kepler-1649 c,Kepler-1649,Transit,2020.0,19.53527,1.06,1.2,234.0,92.1913,1,2
Kepler-165 b,Kepler-165,Transit,2014.0,8.180848,2.32,5.99,716.0,560.885,1,2
Kepler-165 c,Kepler-165,Transit,2014.0,15.31299,2.23,5.6,581.0,560.885,1,2
Kepler-1650 b,Kepler-1650,Transit,2017.0,1.53818001,0.96,0.84,602.0,134.397,1,1
Kepler-1651 b,Kepler-1651,Transit,2017.0,9.87863917,1.84,4.04,393.0,66.4074,2,1
Kepler-1652 b,Kepler-1652,Transit,2017.0,38.09722,1.6,3.19,268.0,252.0,1,1
Kepler-1653 b,Kepler-1653,Transit,2017.0,140.2524,2.17,5.35,284.0,755.0,1,1
Kepler-1654 b,Kepler-1654,Transit,2018.0,1047.8356,9.180171,158.915,206.0,568.117,1,1
Kepler-1655 b,Kepler-1655,Transit,2018.0,11.8728787,2.213,5.4,938.0,213.26,1,1
Kepler-1656 b,Kepler-1656,Transit,2018.0,31.562,4.574,47.8,651.0,185.875,1,2
Kepler-1656 c,Kepler-1656,Radial Velocity,2022.0,1919.0,14.0,126.4,161.19,185.875,1,2
Kepler-166 b,Kepler-166,Transit,2014.0,7.650254,2.27,5.77,772.0,603.53,1,3
Kepler-166 c,Kepler-166,Transit,2014.0,34.260281,2.38,6.26,468.0,603.53,1,3
Kepler-166 d,Kepler-166,Transit,2016.0,1.554003928,1.73,3.64,1313.0,603.53,1,3
Kepler-1660 AB b,Kepler-1660 A,Eclipse Timing Variations,2023.0,239.5044,12.9,1586.59940774,415.08,1188.54,2,1
Kepler-1661 b,Kepler-1661,Transit,2020.0,175.06,3.87,17.0,243.0,410.607,2,1
Kepler-1663 b,Kepler-1663,Transit,2020.0,17.6046,3.30395896,10.9,362.0,337.926,1,1
Kepler-1664 b,Kepler-1664,Transit,2020.0,14.3868,3.03320653,9.45,776.0,626.691,1,1
Kepler-1665 b,Kepler-1665,Transit,2020.0,11.9548,2.83910787,8.44,906.0,335.515,1,1
Kepler-1666 b,Kepler-1666,Transit,2020.0,25.8476,2.88273782,8.66,672.0,1379.37,1,2
Kepler-1666 c,Kepler-1666,Transit,2020.0,40.7157,3.23564749,10.5,578.0,1379.37,1,2
Kepler-1667 b,Kepler-1667,Transit,2020.0,83.5781,2.98385261,9.19,655.0,626.819,1,1
Kepler-1668 b,Kepler-1668,Transit,2020.0,15.434,4.34764405,17.4,721.0,1335.64,1,1
Kepler-1669 b,Kepler-1669,Transit,2020.0,9.51216,2.78043818,8.15,530.0,543.444,1,3
Kepler-1669 c,Kepler-1669,Transit,2021.0,1.609320045,1.90120972,4.27,958.0,543.444,1,3
Kepler-1669 d,Kepler-1669,Transit,2023.0,4.72941177,1.22,1.98,669.0,543.444,1,3
Kepler-167 b,Kepler-167,Transit,2014.0,4.3931539,1.718,3.6,918.0,341.908,2,4
Kepler-167 c,Kepler-167,Transit,2014.0,7.406106,1.674,3.44,771.0,341.908,2,4
Kepler-167 d,Kepler-167,Transit,2016.0,21.80379,1.238,2.06,538.0,341.908,2,4
Kepler-167 e,Kepler-167,Transit,2016.0,1071.23205,10.16,321.00669107,134.4,341.908,2,4
Kepler-1670 b,Kepler-1670,Transit,2020.0,20.4998,3.3564801,11.2,731.0,2065.98,1,1
Kepler-1671 b,Kepler-1671,Transit,2020.0,4.16787,1.32557381,2.32,962.0,357.059,1,1
Kepler-1672 b,Kepler-1672,Transit,2020.0,150.878,2.97022762,9.11,423.0,391.181,1,1
Kepler-1673 b,Kepler-1673,Transit,2020.0,33.7888,2.9355194,8.93,611.0,727.187,1,1
Kepler-1674 b,Kepler-1674,Transit,2020.0,62.5611,3.2057749,10.4,417.0,1012.48,1,1
Kepler-1675 b,Kepler-1675,Transit,2020.0,63.0382,3.12483349,9.93,465.0,651.117,1,1
Kepler-1676 b,Kepler-1676,Transit,2020.0,29.9221,3.3769596,11.3,782.0,366.987,1,1
Kepler-1677 b,Kepler-1677,Transit,2020.0,22.064,2.70216183,7.76,712.0,735.369,1,1
Kepler-1678 b,Kepler-1678,Transit,2020.0,147.974,3.30422249,10.9,329.0,847.339,1,1
Kepler-1679 b,Kepler-1679,Transit,2020.0,9.75376,2.0692036,4.93,813.0,909.28,1,1
Kepler-168 b,Kepler-168,Transit,2014.0,4.425391,1.46,2.73,1240.0,1343.6,1,2
Kepler-168 c,Kepler-168,Transit,2014.0,13.193242,2.69,7.7,862.0,1343.6,1,2
Kepler-1680 b,Kepler-1680,Transit,2020.0,8.77424,1.35954736,2.42,771.0,310.315,1,1
Kepler-1681 b,Kepler-1681,Transit,2020.0,69.8956,2.55321772,7.05,442.0,758.3,1,1
Kepler-1682 b,Kepler-1682,Transit,2020.0,14.8334,2.88940836,8.7,694.0,1159.85,1,1
Kepler-1683 b,Kepler-1683,Transit,2020.0,15.0337,1.87477762,4.17,669.0,733.143,1,1
Kepler-1684 b,Kepler-1684,Transit,2020.0,47.7055,2.87084792,8.6,347.0,621.996,1,1
Kepler-1685 b,Kepler-1685,Transit,2020.0,20.4905,2.57673985,7.16,625.0,1141.89,1,1
Kepler-1686 b,Kepler-1686,Transit,2020.0,9.30987,1.42553017,2.62,913.0,729.823,1,1
Kepler-1687 b,Kepler-1687,Transit,2020.0,5.77954,1.65623882,3.38,598.0,417.014,1,1
Kepler-1688 b,Kepler-1688,Transit,2020.0,5.62012,1.26174569,2.13,772.0,567.44687087,1,1
Kepler-1689 b,Kepler-1689,Transit,2020.0,8.483,0.94678642,0.799,879.0,294.122,1,1
Kepler-169 b,Kepler-169,Transit,2014.0,3.250619,1.13,1.51,962.0,406.529,1,5
Kepler-169 c,Kepler-169,Transit,2014.0,6.195469,1.21,1.92,776.0,406.529,1,5
Kepler-169 d,Kepler-169,Transit,2014.0,8.348125,1.25,2.1,702.0,406.529,1,5
Kepler-169 e,Kepler-169,Transit,2014.0,13.767102,2.2,5.48,595.0,406.529,1,5
Kepler-169 f,Kepler-169,Transit,2014.0,87.090195,2.58,7.18,321.0,406.529,1,5
Kepler-1690 b,Kepler-1690,Transit,2020.0,234.636,2.81109223,8.3,267.0,703.789,1,1
Kepler-1691 b,Kepler-1691,Transit,2020.0,3.8482,1.83470985,4.02,1283.0,1267.67,1,1
Kepler-1692 b,Kepler-1692,Transit,2020.0,5.95966,1.11177184,1.42,897.0,591.019,1,1
Kepler-1693 b,Kepler-1693,Transit,2020.0,12.0999,1.28938413,2.21,807.0,760.065,1,2
Kepler-1693 c,Kepler-1693,Transit,2021.0,5.363709927,0.97698289,0.894,1059.0,760.065,1,2
Kepler-1694 b,Kepler-1694,Transit,2020.0,3.89526,1.17986031,1.76,956.0,513.329,1,1
Kepler-1695 b,Kepler-1695,Transit,2020.0,4.7329,1.11948901,1.46,957.0,791.175,1,1
Kepler-1696 b,Kepler-1696,Transit,2020.0,65.9409,2.80982017,8.29,454.0,1506.36,1,1
Kepler-1697 b,Kepler-1697,Transit,2020.0,33.4969,1.25954761,2.12,630.0,247.771,1,1
Kepler-1698 b,Kepler-1698,Transit,2020.0,1.2107,1.07315686,1.25,1351.0,222.345,1,1
Kepler-1699 b,Kepler-1699,Transit,2020.0,3.49082,1.56671124,3.08,1010.0,818.759,1,1
Kepler-17 b,Kepler-17,Transit,2011.0,1.4857108,14.68,778.65,1570.0,720.753,1,1
Kepler-170 b,Kepler-170,Transit,2014.0,7.930592,3.2,82.6,899.0,738.657,1,2
Kepler-170 c,Kepler-170,Transit,2014.0,16.665863,2.86,8.55,702.0,738.657,1,2
Kepler-1700 b,Kepler-1700,Transit,2020.0,234.239,2.90129941,8.76,329.0,717.597,1,1
Kepler-1701 b,Kepler-1701,Transit,2020.0,169.134,2.22186207,5.57,273.0,584.142,1,1
Kepler-1702 b,Kepler-1702,Transit,2020.0,18.5012,1.60190793,3.2,555.0,857.14,1,1
Kepler-1704 b,Kepler-1704,Transit,2021.0,988.88112,11.94877343,1322.16617312,253.8,835.455,1,1
Kepler-1705 b,Kepler-1705,Transit,2021.0,9.03502,2.03,4.47,789.0,1633.49,1,2
Kepler-1705 c,Kepler-1705,Transit,2021.0,11.28,2.05,5.42,757.0,1633.49,1,2
Kepler-1708 b,Kepler-1708,Transit,2021.0,737.1131,9.96,1462.0106722,245.02,1666.69,1,1
Kepler-1709 b,Kepler-1709,Transit,2021.0,65.70459747,3.12424875,9.93,472.0,273.946,1,1
